parents_id;partners_id;groom;father;bride;mother;distance;length partners;length parents;years_between
43091;31705;190230;258550;190233;258551;1;35;35;23
81810;6283;37698;490861;37701;490862;1;43;43;26
90954;62996;377976;545725;377979;545726;0;31;31;27
57218;33133;198798;343312;198801;343313;2;38;40;28
63492;72238;433428;380953;433431;380954;1;24;23;24
79710;85766;514596;478264;514599;478265;0;35;35;25
54920;51371;308226;329521;308229;329522;0;26;26;24
31050;69274;415644;186301;415647;186302;0;27;27;27
39831;88076;528456;238987;528459;238988;0;37;37;28
39831;87749;526494;238990;526497;238991;1;32;33;25
40001;523;3138;240007;3141;240008;0;30;30;25
81252;81293;487758;487513;487761;487514;3;39;38;23
96476;89552;537312;578860;537315;578861;2;35;33;24
58509;25872;155232;351058;155235;351059;0;30;30;25
23966;5278;31668;143797;31671;143798;0;33;33;29
23966;20908;125448;143800;125451;143801;0;32;32;23
11154;66421;398526;66928;398529;66929;2;47;49;23
34670;17190;103140;208024;103143;208025;0;30;30;28
86723;80729;484374;520339;484377;520340;2;31;32;28
86723;38170;229020;520342;229023;520343;1;28;27;26
3911;16119;96714;23467;96717;23468;0;25;25;25
1319;98650;591900;7918;591903;7919;2;32;31;23
57827;98787;592722;346963;592725;346964;1;32;33;25
91266;75621;453726;547600;453729;547601;1;24;24;22
26129;17033;102198;156775;102201;156776;1;48;47;26
49458;27314;163884;296752;163887;296753;1;33;34;25
74087;10463;62778;444526;62781;444527;0;28;28;24
21062;43937;263622;126373;263625;126374;0;28;28;25
37344;4549;27294;224068;27297;224069;3;34;33;24
91338;81884;491304;548032;491307;548033;1;26;26;25
81111;47046;282276;486667;282279;486668;0;37;37;26
68559;49293;295758;411358;295761;411359;0;40;40;19
22418;95264;571584;134509;571587;134510;3;31;34;23
58343;42738;256428;350059;256431;350060;0;33;33;24
58343;30641;183846;350062;183849;350063;1;29;30;20
76605;98787;592722;459634;592725;459635;1;32;33;25
83994;32774;196644;503968;196647;503969;0;47;47;26
3467;24036;144216;20806;144219;20807;2;34;36;20
30331;74613;447678;181987;447681;181988;1;31;31;26
74816;14603;87618;448897;87621;448898;0;37;37;23
12644;80729;484374;75865;484377;75866;2;31;32;28
61535;47046;282276;369214;282279;369215;0;37;37;26
63264;9124;54744;379585;54747;379586;2;34;35;28
85142;38170;229020;510853;229023;510854;1;28;27;26
12241;19162;114972;73447;114975;73448;2;34;34;29
94241;65033;390198;565447;390201;565448;0;34;34;28
94241;28285;169710;565450;169713;565451;1;36;36;26
93211;74363;446178;559270;446181;559271;0;29;29;25
724;9381;56286;4348;56289;4349;3;29;30;27
24300;68561;411366;145801;411369;145802;0;38;38;25
60991;4970;29820;365950;29823;365951;2;37;36;27
34519;98328;589968;207118;589971;207119;0;25;25;27
5152;29602;177612;30913;177615;30914;3;37;38;25
50166;885;5310;301000;5313;301001;1;29;29;26
72514;4497;26982;435085;26985;435086;0;28;28;27
82278;44710;268260;493669;268263;493670;2;32;32;28
61146;17361;104166;366880;104169;366881;2;48;46;26
62909;14110;84660;377455;84663;377456;2;33;31;19
16503;96912;581472;99019;581475;99020;0;26;26;26
23310;27620;165720;139864;165723;139865;1;35;35;22
39378;95127;570762;236272;570765;236273;0;35;35;25
46963;26942;161652;281782;161655;281783;0;28;28;28
49740;84344;506064;298444;506067;298445;1;55;55;27
35255;711;4266;211534;4269;211535;1;29;30;25
67651;6350;38100;405910;38103;405911;0;33;33;20
68162;72537;435222;408976;435225;408977;0;37;37;28
32521;95869;575214;195130;575217;195131;0;36;36;19
66590;46019;276114;399541;276117;399542;0;32;32;26
27297;82018;492108;163783;492111;163784;2;30;29;28
20624;94131;564786;123748;564789;123749;2;37;37;25
29468;81206;487236;176812;487239;176813;0;38;38;23
43756;81251;487506;262537;487509;262538;0;28;28;28
66891;14107;84642;401350;84645;401351;1;41;41;22
52359;37442;224652;314158;224655;314159;2;37;39;27
52359;21085;126510;314155;126513;314156;0;46;46;26
4026;79231;475386;24160;475389;24161;1;31;30;28
4184;5328;31968;25105;31971;25106;0;36;36;30
4184;25607;153642;25108;153645;25109;0;34;34;29
32464;23660;141960;194788;141963;194789;2;23;23;28
