"type";"man_id";"woman_id";"child_id";"exception"
4;269941;269942;269940.0;"'NoneType' object is not subscriptable"
4;269947;269948;269946.0;"'NoneType' object is not subscriptable"
4;269962;269963;269961.0;"'NoneType' object is not subscriptable"
4;269980;269981;269979.0;"'NoneType' object is not subscriptable"
4;270001;270002;270000.0;"'NoneType' object is not subscriptable"
4;270070;270071;270069.0;"'NoneType' object is not subscriptable"
4;270166;270167;270165.0;"'NoneType' object is not subscriptable"
4;270217;270218;270216.0;"'NoneType' object is not subscriptable"
4;270235;270236;270234.0;"'NoneType' object is not subscriptable"
4;270238;270239;270237.0;"'NoneType' object is not subscriptable"
4;270280;270281;270279.0;"'NoneType' object is not subscriptable"
4;270334;270335;270333.0;"'NoneType' object is not subscriptable"
4;270391;270392;270390.0;"'NoneType' object is not subscriptable"
4;270448;270449;270447.0;"'NoneType' object is not subscriptable"
4;270463;270464;270462.0;"'NoneType' object is not subscriptable"
4;270499;270500;270498.0;"'NoneType' object is not subscriptable"
4;270565;270566;270564.0;"'NoneType' object is not subscriptable"
4;270631;270632;270630.0;"'NoneType' object is not subscriptable"
4;270637;270638;270636.0;"'NoneType' object is not subscriptable"
4;270691;270692;270690.0;"'NoneType' object is not subscriptable"
4;270778;270779;270777.0;"'NoneType' object is not subscriptable"
4;270784;270785;270783.0;"'NoneType' object is not subscriptable"
4;270790;270791;270789.0;"'NoneType' object is not subscriptable"
4;270895;270896;270894.0;"'NoneType' object is not subscriptable"
4;270913;270914;270912.0;"'NoneType' object is not subscriptable"
4;270919;270920;270918.0;"'NoneType' object is not subscriptable"
4;270991;270992;270990.0;"'NoneType' object is not subscriptable"
4;271006;271007;271005.0;"'NoneType' object is not subscriptable"
4;271039;271040;271038.0;"'NoneType' object is not subscriptable"
4;271099;271100;271098.0;"'NoneType' object is not subscriptable"
4;271144;271145;271143.0;"'NoneType' object is not subscriptable"
4;271147;271148;271146.0;"'NoneType' object is not subscriptable"
4;271156;271157;271155.0;"'NoneType' object is not subscriptable"
4;271234;271235;271233.0;"'NoneType' object is not subscriptable"
4;271294;271295;271293.0;"'NoneType' object is not subscriptable"
4;271327;271328;271326.0;"'NoneType' object is not subscriptable"
4;271429;271430;271428.0;"'NoneType' object is not subscriptable"
4;271549;271550;271548.0;"'NoneType' object is not subscriptable"
4;271564;271565;271563.0;"'NoneType' object is not subscriptable"
4;271627;271628;271626.0;"'NoneType' object is not subscriptable"
4;271642;271643;271641.0;"'NoneType' object is not subscriptable"
4;271705;271706;271704.0;"'NoneType' object is not subscriptable"
4;271711;271712;271710.0;"'NoneType' object is not subscriptable"
4;271972;271973;271971.0;"'NoneType' object is not subscriptable"
4;272035;272036;272034.0;"'NoneType' object is not subscriptable"
4;272062;272063;272061.0;"'NoneType' object is not subscriptable"
4;272110;272111;272109.0;"'NoneType' object is not subscriptable"
4;272134;272135;272133.0;"'NoneType' object is not subscriptable"
4;272263;272264;272262.0;"'NoneType' object is not subscriptable"
4;272332;272333;272331.0;"'NoneType' object is not subscriptable"
4;272455;272456;272454.0;"'NoneType' object is not subscriptable"
4;272485;272486;272484.0;"'NoneType' object is not subscriptable"
4;272596;272597;272595.0;"'NoneType' object is not subscriptable"
4;272614;272615;272613.0;"'NoneType' object is not subscriptable"
4;272662;272663;272661.0;"'NoneType' object is not subscriptable"
4;272677;272678;272676.0;"'NoneType' object is not subscriptable"
4;272722;272723;272721.0;"'NoneType' object is not subscriptable"
4;272740;272741;272739.0;"'NoneType' object is not subscriptable"
4;272755;272756;272754.0;"'NoneType' object is not subscriptable"
4;272845;272846;272844.0;"'NoneType' object is not subscriptable"
4;272851;272852;272850.0;"'NoneType' object is not subscriptable"
4;272911;272912;272910.0;"'NoneType' object is not subscriptable"
4;272920;272921;272919.0;"'NoneType' object is not subscriptable"
4;273028;273029;273027.0;"'NoneType' object is not subscriptable"
4;273154;273155;273153.0;"'NoneType' object is not subscriptable"
4;273169;273170;273168.0;"'NoneType' object is not subscriptable"
4;273208;273209;273207.0;"'NoneType' object is not subscriptable"
4;273238;273239;273237.0;"'NoneType' object is not subscriptable"
4;273244;273245;273243.0;"'NoneType' object is not subscriptable"
4;273334;273335;273333.0;"'NoneType' object is not subscriptable"
4;273376;273377;273375.0;"'NoneType' object is not subscriptable"
4;273409;273410;273408.0;"'NoneType' object is not subscriptable"
4;273460;273461;273459.0;"'NoneType' object is not subscriptable"
4;273523;273524;273522.0;"'NoneType' object is not subscriptable"
4;273574;273575;273573.0;"'NoneType' object is not subscriptable"
4;273619;273620;273618.0;"'NoneType' object is not subscriptable"
4;273646;273647;273645.0;"'NoneType' object is not subscriptable"
4;273658;273659;273657.0;"'NoneType' object is not subscriptable"
4;273688;273689;273687.0;"'NoneType' object is not subscriptable"
4;273724;273725;273723.0;"'NoneType' object is not subscriptable"
4;273769;273770;273768.0;"'NoneType' object is not subscriptable"
4;273790;273791;273789.0;"'NoneType' object is not subscriptable"
4;273811;273812;273810.0;"'NoneType' object is not subscriptable"
4;273829;273830;273828.0;"'NoneType' object is not subscriptable"
4;273835;273836;273834.0;"'NoneType' object is not subscriptable"
4;273898;273899;273897.0;"'NoneType' object is not subscriptable"
4;273937;273938;273936.0;"'NoneType' object is not subscriptable"
4;274078;274079;274077.0;"'NoneType' object is not subscriptable"
4;274186;274187;274185.0;"'NoneType' object is not subscriptable"
4;274189;274190;274188.0;"'NoneType' object is not subscriptable"
4;274210;274211;274209.0;"'NoneType' object is not subscriptable"
4;274237;274238;274236.0;"'NoneType' object is not subscriptable"
4;274318;274319;274317.0;"'NoneType' object is not subscriptable"
4;274330;274331;274329.0;"'NoneType' object is not subscriptable"
4;274354;274355;274353.0;"'NoneType' object is not subscriptable"
4;274429;274430;274428.0;"'NoneType' object is not subscriptable"
4;274444;274445;274443.0;"'NoneType' object is not subscriptable"
4;274597;274598;274596.0;"'NoneType' object is not subscriptable"
4;274642;274643;274641.0;"'NoneType' object is not subscriptable"
4;274684;274685;274683.0;"'NoneType' object is not subscriptable"
4;274747;274748;274746.0;"'NoneType' object is not subscriptable"
4;275032;275033;275031.0;"'NoneType' object is not subscriptable"
4;275098;275099;275097.0;"'NoneType' object is not subscriptable"
4;275266;275267;275265.0;"'NoneType' object is not subscriptable"
4;275275;275276;275274.0;"'NoneType' object is not subscriptable"
4;275374;275375;275373.0;"'NoneType' object is not subscriptable"
4;275389;275390;275388.0;"'NoneType' object is not subscriptable"
4;275416;275417;275415.0;"'NoneType' object is not subscriptable"
4;275437;275438;275436.0;"'NoneType' object is not subscriptable"
4;275440;275441;275439.0;"'NoneType' object is not subscriptable"
4;275491;275492;275490.0;"'NoneType' object is not subscriptable"
4;275494;275495;275493.0;"'NoneType' object is not subscriptable"
4;275533;275534;275532.0;"'NoneType' object is not subscriptable"
4;275563;275564;275562.0;"'NoneType' object is not subscriptable"
4;275662;275663;275661.0;"'NoneType' object is not subscriptable"
4;275680;275681;275679.0;"'NoneType' object is not subscriptable"
4;275689;275690;275688.0;"'NoneType' object is not subscriptable"
4;275746;275747;275745.0;"'NoneType' object is not subscriptable"
4;275794;275795;275793.0;"'NoneType' object is not subscriptable"
4;275827;275828;275826.0;"'NoneType' object is not subscriptable"
4;275860;275861;275859.0;"'NoneType' object is not subscriptable"
4;275884;275885;275883.0;"'NoneType' object is not subscriptable"
4;275998;275999;275997.0;"'NoneType' object is not subscriptable"
4;276013;276014;276012.0;"'NoneType' object is not subscriptable"
4;276049;276050;276048.0;"'NoneType' object is not subscriptable"
4;276100;276101;276099.0;"'NoneType' object is not subscriptable"
4;276118;276119;276117.0;"'NoneType' object is not subscriptable"
4;276130;276131;276129.0;"'NoneType' object is not subscriptable"
4;276181;276182;276180.0;"'NoneType' object is not subscriptable"
4;276247;276248;276246.0;"'NoneType' object is not subscriptable"
4;276256;276257;276255.0;"'NoneType' object is not subscriptable"
4;276319;276320;276318.0;"'NoneType' object is not subscriptable"
4;276364;276365;276363.0;"'NoneType' object is not subscriptable"
4;276367;276368;276366.0;"'NoneType' object is not subscriptable"
4;276421;276422;276420.0;"'NoneType' object is not subscriptable"
4;276445;276446;276444.0;"'NoneType' object is not subscriptable"
4;276478;276479;276477.0;"'NoneType' object is not subscriptable"
4;276481;276482;276480.0;"'NoneType' object is not subscriptable"
4;276523;276524;276522.0;"'NoneType' object is not subscriptable"
4;276526;276527;276525.0;"'NoneType' object is not subscriptable"
4;276619;276620;276618.0;"'NoneType' object is not subscriptable"
4;276649;276650;276648.0;"'NoneType' object is not subscriptable"
4;276859;276860;276858.0;"'NoneType' object is not subscriptable"
4;276865;276866;276864.0;"'NoneType' object is not subscriptable"
4;276934;276935;276933.0;"'NoneType' object is not subscriptable"
4;276958;276959;276957.0;"'NoneType' object is not subscriptable"
4;276976;276977;276975.0;"'NoneType' object is not subscriptable"
4;277033;277034;277032.0;"'NoneType' object is not subscriptable"
4;277243;277244;277242.0;"'NoneType' object is not subscriptable"
4;277336;277337;277335.0;"'NoneType' object is not subscriptable"
4;277357;277358;277356.0;"'NoneType' object is not subscriptable"
4;277372;277373;277371.0;"'NoneType' object is not subscriptable"
4;277384;277385;277383.0;"'NoneType' object is not subscriptable"
4;277543;277544;277542.0;"'NoneType' object is not subscriptable"
4;277627;277628;277626.0;"'NoneType' object is not subscriptable"
4;277675;277676;277674.0;"'NoneType' object is not subscriptable"
4;277684;277685;277683.0;"'NoneType' object is not subscriptable"
4;277705;277706;277704.0;"'NoneType' object is not subscriptable"
4;277732;277733;277731.0;"'NoneType' object is not subscriptable"
4;277756;277757;277755.0;"'NoneType' object is not subscriptable"
4;277774;277775;277773.0;"'NoneType' object is not subscriptable"
4;277870;277871;277869.0;"'NoneType' object is not subscriptable"
4;277873;277874;277872.0;"'NoneType' object is not subscriptable"
4;277912;277913;277911.0;"'NoneType' object is not subscriptable"
4;277951;277952;277950.0;"'NoneType' object is not subscriptable"
4;278137;278138;278136.0;"'NoneType' object is not subscriptable"
4;278149;278150;278148.0;"'NoneType' object is not subscriptable"
4;278227;278228;278226.0;"'NoneType' object is not subscriptable"
4;278314;278315;278313.0;"'NoneType' object is not subscriptable"
4;278434;278435;278433.0;"'NoneType' object is not subscriptable"
4;278581;278582;278580.0;"'NoneType' object is not subscriptable"
4;278608;278609;278607.0;"'NoneType' object is not subscriptable"
4;278653;278654;278652.0;"'NoneType' object is not subscriptable"
4;278722;278723;278721.0;"'NoneType' object is not subscriptable"
4;278809;278810;278808.0;"'NoneType' object is not subscriptable"
4;279127;279128;279126.0;"'NoneType' object is not subscriptable"
4;279169;279170;279168.0;"'NoneType' object is not subscriptable"
4;279220;279221;279219.0;"'NoneType' object is not subscriptable"
4;279232;279233;279231.0;"'NoneType' object is not subscriptable"
4;279274;279275;279273.0;"'NoneType' object is not subscriptable"
4;279289;279290;279288.0;"'NoneType' object is not subscriptable"
4;279295;279296;279294.0;"'NoneType' object is not subscriptable"
4;279316;279317;279315.0;"'NoneType' object is not subscriptable"
4;279322;279323;279321.0;"'NoneType' object is not subscriptable"
4;279412;279413;279411.0;"'NoneType' object is not subscriptable"
4;279463;279464;279462.0;"'NoneType' object is not subscriptable"
4;279517;279518;279516.0;"'NoneType' object is not subscriptable"
4;279559;279560;279558.0;"'NoneType' object is not subscriptable"
4;279565;279566;279564.0;"'NoneType' object is not subscriptable"
4;279640;279641;279639.0;"'NoneType' object is not subscriptable"
4;279667;279668;279666.0;"'NoneType' object is not subscriptable"
4;279760;279761;279759.0;"'NoneType' object is not subscriptable"
4;279805;279806;279804.0;"'NoneType' object is not subscriptable"
4;279808;279809;279807.0;"'NoneType' object is not subscriptable"
4;279844;279845;279843.0;"'NoneType' object is not subscriptable"
4;279865;279866;279864.0;"'NoneType' object is not subscriptable"
4;279868;279869;279867.0;"'NoneType' object is not subscriptable"
4;279877;279878;279876.0;"'NoneType' object is not subscriptable"
4;279937;279938;279936.0;"'NoneType' object is not subscriptable"
4;280099;280100;280098.0;"'NoneType' object is not subscriptable"
4;280294;280295;280293.0;"'NoneType' object is not subscriptable"
4;280297;280298;280296.0;"'NoneType' object is not subscriptable"
4;280369;280370;280368.0;"'NoneType' object is not subscriptable"
4;280459;280460;280458.0;"'NoneType' object is not subscriptable"
4;280480;280481;280479.0;"'NoneType' object is not subscriptable"
4;280534;280535;280533.0;"'NoneType' object is not subscriptable"
4;280552;280553;280551.0;"'NoneType' object is not subscriptable"
4;280633;280634;280632.0;"'NoneType' object is not subscriptable"
4;280636;280637;280635.0;"'NoneType' object is not subscriptable"
4;280822;280823;280821.0;"'NoneType' object is not subscriptable"
4;280825;280826;280824.0;"'NoneType' object is not subscriptable"
4;280864;280865;280863.0;"'NoneType' object is not subscriptable"
4;280921;280922;280920.0;"'NoneType' object is not subscriptable"
4;280966;280967;280965.0;"'NoneType' object is not subscriptable"
4;280984;280985;280983.0;"'NoneType' object is not subscriptable"
4;280999;281000;280998.0;"'NoneType' object is not subscriptable"
4;281050;281051;281049.0;"'NoneType' object is not subscriptable"
4;281056;281057;281055.0;"'NoneType' object is not subscriptable"
4;281092;281093;281091.0;"'NoneType' object is not subscriptable"
4;281119;281120;281118.0;"'NoneType' object is not subscriptable"
4;281128;281129;281127.0;"'NoneType' object is not subscriptable"
4;281299;281300;281298.0;"'NoneType' object is not subscriptable"
4;281383;281384;281382.0;"'NoneType' object is not subscriptable"
4;281386;281387;281385.0;"'NoneType' object is not subscriptable"
4;281395;281396;281394.0;"'NoneType' object is not subscriptable"
4;281443;281444;281442.0;"'NoneType' object is not subscriptable"
4;281476;281477;281475.0;"'NoneType' object is not subscriptable"
4;281584;281585;281583.0;"'NoneType' object is not subscriptable"
4;281650;281651;281649.0;"'NoneType' object is not subscriptable"
4;281695;281696;281694.0;"'NoneType' object is not subscriptable"
4;281779;281780;281778.0;"'NoneType' object is not subscriptable"
4;281968;281969;281967.0;"'NoneType' object is not subscriptable"
4;282088;282089;282087.0;"'NoneType' object is not subscriptable"
4;282121;282122;282120.0;"'NoneType' object is not subscriptable"
4;282139;282140;282138.0;"'NoneType' object is not subscriptable"
4;282247;282248;282246.0;"'NoneType' object is not subscriptable"
4;282259;282260;282258.0;"'NoneType' object is not subscriptable"
4;282340;282341;282339.0;"'NoneType' object is not subscriptable"
4;282361;282362;282360.0;"'NoneType' object is not subscriptable"
4;282463;282464;282462.0;"'NoneType' object is not subscriptable"
4;282487;282488;282486.0;"'NoneType' object is not subscriptable"
4;282601;282602;282600.0;"'NoneType' object is not subscriptable"
4;282655;282656;282654.0;"'NoneType' object is not subscriptable"
4;282664;282665;282663.0;"'NoneType' object is not subscriptable"
4;282676;282677;282675.0;"'NoneType' object is not subscriptable"
4;282850;282851;282849.0;"'NoneType' object is not subscriptable"
4;282904;282905;282903.0;"'NoneType' object is not subscriptable"
4;282979;282980;282978.0;"'NoneType' object is not subscriptable"
4;283006;283007;283005.0;"'NoneType' object is not subscriptable"
4;283072;283073;283071.0;"'NoneType' object is not subscriptable"
4;283093;283094;283092.0;"'NoneType' object is not subscriptable"
4;283138;283139;283137.0;"'NoneType' object is not subscriptable"
4;283294;283295;283293.0;"'NoneType' object is not subscriptable"
4;283450;283451;283449.0;"'NoneType' object is not subscriptable"
4;283522;283523;283521.0;"'NoneType' object is not subscriptable"
4;283666;283667;283665.0;"'NoneType' object is not subscriptable"
4;283681;283682;283680.0;"'NoneType' object is not subscriptable"
4;283777;283778;283776.0;"'NoneType' object is not subscriptable"
4;283891;283892;283890.0;"'NoneType' object is not subscriptable"
4;283975;283976;283974.0;"'NoneType' object is not subscriptable"
4;283990;283991;283989.0;"'NoneType' object is not subscriptable"
4;284203;284204;284202.0;"'NoneType' object is not subscriptable"
4;284224;284225;284223.0;"'NoneType' object is not subscriptable"
4;284320;284321;284319.0;"'NoneType' object is not subscriptable"
4;284362;284363;284361.0;"'NoneType' object is not subscriptable"
4;284383;284384;284382.0;"'NoneType' object is not subscriptable"
4;284389;284390;284388.0;"'NoneType' object is not subscriptable"
4;284434;284435;284433.0;"'NoneType' object is not subscriptable"
4;284584;284585;284583.0;"'NoneType' object is not subscriptable"
4;284593;284594;284592.0;"'NoneType' object is not subscriptable"
4;284692;284693;284691.0;"'NoneType' object is not subscriptable"
4;284914;284915;284913.0;"'NoneType' object is not subscriptable"
4;284974;284975;284973.0;"'NoneType' object is not subscriptable"
4;284995;284996;284994.0;"'NoneType' object is not subscriptable"
4;285052;285053;285051.0;"'NoneType' object is not subscriptable"
4;285082;285083;285081.0;"'NoneType' object is not subscriptable"
4;285169;285170;285168.0;"'NoneType' object is not subscriptable"
4;285190;285191;285189.0;"'NoneType' object is not subscriptable"
4;285253;285254;285252.0;"'NoneType' object is not subscriptable"
4;285262;285263;285261.0;"'NoneType' object is not subscriptable"
4;285283;285284;285282.0;"'NoneType' object is not subscriptable"
4;285334;285335;285333.0;"'NoneType' object is not subscriptable"
4;285361;285362;285360.0;"'NoneType' object is not subscriptable"
4;285400;285401;285399.0;"'NoneType' object is not subscriptable"
4;285412;285413;285411.0;"'NoneType' object is not subscriptable"
4;285448;285449;285447.0;"'NoneType' object is not subscriptable"
4;285451;285452;285450.0;"'NoneType' object is not subscriptable"
4;285646;285647;285645.0;"'NoneType' object is not subscriptable"
4;285898;285899;285897.0;"'NoneType' object is not subscriptable"
4;285952;285953;285951.0;"'NoneType' object is not subscriptable"
4;286039;286040;286038.0;"'NoneType' object is not subscriptable"
4;286075;286076;286074.0;"'NoneType' object is not subscriptable"
4;286099;286100;286098.0;"'NoneType' object is not subscriptable"
4;286102;286103;286101.0;"'NoneType' object is not subscriptable"
4;286120;286121;286119.0;"'NoneType' object is not subscriptable"
4;286168;286169;286167.0;"'NoneType' object is not subscriptable"
4;286246;286247;286245.0;"'NoneType' object is not subscriptable"
4;286294;286295;286293.0;"'NoneType' object is not subscriptable"
4;286339;286340;286338.0;"'NoneType' object is not subscriptable"
4;286354;286355;286353.0;"'NoneType' object is not subscriptable"
4;286381;286382;286380.0;"'NoneType' object is not subscriptable"
4;286426;286427;286425.0;"'NoneType' object is not subscriptable"
4;286486;286487;286485.0;"'NoneType' object is not subscriptable"
4;286663;286664;286662.0;"'NoneType' object is not subscriptable"
4;286666;286667;286665.0;"'NoneType' object is not subscriptable"
4;286690;286691;286689.0;"'NoneType' object is not subscriptable"
4;286711;286712;286710.0;"'NoneType' object is not subscriptable"
4;286768;286769;286767.0;"'NoneType' object is not subscriptable"
4;286909;286910;286908.0;"'NoneType' object is not subscriptable"
4;286915;286916;286914.0;"'NoneType' object is not subscriptable"
4;286948;286949;286947.0;"'NoneType' object is not subscriptable"
4;287002;287003;287001.0;"'NoneType' object is not subscriptable"
4;287098;287099;287097.0;"'NoneType' object is not subscriptable"
4;287119;287120;287118.0;"'NoneType' object is not subscriptable"
4;287161;287162;287160.0;"'NoneType' object is not subscriptable"
4;287272;287273;287271.0;"'NoneType' object is not subscriptable"
4;287314;287315;287313.0;"'NoneType' object is not subscriptable"
4;287452;287453;287451.0;"'NoneType' object is not subscriptable"
4;287524;287525;287523.0;"'NoneType' object is not subscriptable"
4;287530;287531;287529.0;"'NoneType' object is not subscriptable"
4;287560;287561;287559.0;"'NoneType' object is not subscriptable"
4;287563;287564;287562.0;"'NoneType' object is not subscriptable"
4;287647;287648;287646.0;"'NoneType' object is not subscriptable"
4;287665;287666;287664.0;"'NoneType' object is not subscriptable"
4;287710;287711;287709.0;"'NoneType' object is not subscriptable"
4;287773;287774;287772.0;"'NoneType' object is not subscriptable"
4;287812;287813;287811.0;"'NoneType' object is not subscriptable"
4;287929;287930;287928.0;"'NoneType' object is not subscriptable"
4;287977;287978;287976.0;"'NoneType' object is not subscriptable"
4;287983;287984;287982.0;"'NoneType' object is not subscriptable"
4;287989;287990;287988.0;"'NoneType' object is not subscriptable"
4;288001;288002;288000.0;"'NoneType' object is not subscriptable"
4;288028;288029;288027.0;"'NoneType' object is not subscriptable"
4;288112;288113;288111.0;"'NoneType' object is not subscriptable"
4;288163;288164;288162.0;"'NoneType' object is not subscriptable"
4;288271;288272;288270.0;"'NoneType' object is not subscriptable"
4;288328;288329;288327.0;"'NoneType' object is not subscriptable"
4;288481;288482;288480.0;"'NoneType' object is not subscriptable"
4;288487;288488;288486.0;"'NoneType' object is not subscriptable"
4;288559;288560;288558.0;"'NoneType' object is not subscriptable"
4;288577;288578;288576.0;"'NoneType' object is not subscriptable"
4;288622;288623;288621.0;"'NoneType' object is not subscriptable"
4;288706;288707;288705.0;"'NoneType' object is not subscriptable"
4;288718;288719;288717.0;"'NoneType' object is not subscriptable"
4;288886;288887;288885.0;"'NoneType' object is not subscriptable"
4;288907;288908;288906.0;"'NoneType' object is not subscriptable"
4;289042;289043;289041.0;"'NoneType' object is not subscriptable"
4;289204;289205;289203.0;"'NoneType' object is not subscriptable"
4;289219;289220;289218.0;"'NoneType' object is not subscriptable"
4;289237;289238;289236.0;"'NoneType' object is not subscriptable"
4;289240;289241;289239.0;"'NoneType' object is not subscriptable"
4;289243;289244;289242.0;"'NoneType' object is not subscriptable"
4;289333;289334;289332.0;"'NoneType' object is not subscriptable"
4;289360;289361;289359.0;"'NoneType' object is not subscriptable"
4;289408;289409;289407.0;"'NoneType' object is not subscriptable"
4;289492;289493;289491.0;"'NoneType' object is not subscriptable"
4;289588;289589;289587.0;"'NoneType' object is not subscriptable"
4;289594;289595;289593.0;"'NoneType' object is not subscriptable"
4;289672;289673;289671.0;"'NoneType' object is not subscriptable"
4;289714;289715;289713.0;"'NoneType' object is not subscriptable"
4;289717;289718;289716.0;"'NoneType' object is not subscriptable"
4;289816;289817;289815.0;"'NoneType' object is not subscriptable"
4;289828;289829;289827.0;"'NoneType' object is not subscriptable"
4;289834;289835;289833.0;"'NoneType' object is not subscriptable"
4;289912;289913;289911.0;"'NoneType' object is not subscriptable"
4;290002;290003;290001.0;"'NoneType' object is not subscriptable"
4;290053;290054;290052.0;"'NoneType' object is not subscriptable"
4;290065;290066;290064.0;"'NoneType' object is not subscriptable"
4;290092;290093;290091.0;"'NoneType' object is not subscriptable"
4;290125;290126;290124.0;"'NoneType' object is not subscriptable"
4;290137;290138;290136.0;"'NoneType' object is not subscriptable"
4;290275;290276;290274.0;"'NoneType' object is not subscriptable"
4;290347;290348;290346.0;"'NoneType' object is not subscriptable"
4;290356;290357;290355.0;"'NoneType' object is not subscriptable"
4;290431;290432;290430.0;"'NoneType' object is not subscriptable"
4;290626;290627;290625.0;"'NoneType' object is not subscriptable"
4;290632;290633;290631.0;"'NoneType' object is not subscriptable"
4;290881;290882;290880.0;"'NoneType' object is not subscriptable"
4;290914;290915;290913.0;"'NoneType' object is not subscriptable"
4;291013;291014;291012.0;"'NoneType' object is not subscriptable"
4;291049;291050;291048.0;"'NoneType' object is not subscriptable"
4;291052;291053;291051.0;"'NoneType' object is not subscriptable"
4;291097;291098;291096.0;"'NoneType' object is not subscriptable"
4;291115;291116;291114.0;"'NoneType' object is not subscriptable"
4;291154;291155;291153.0;"'NoneType' object is not subscriptable"
4;291379;291380;291378.0;"'NoneType' object is not subscriptable"
4;291436;291437;291435.0;"'NoneType' object is not subscriptable"
4;291472;291473;291471.0;"'NoneType' object is not subscriptable"
4;291478;291479;291477.0;"'NoneType' object is not subscriptable"
4;291520;291521;291519.0;"'NoneType' object is not subscriptable"
4;291586;291587;291585.0;"'NoneType' object is not subscriptable"
4;291628;291629;291627.0;"'NoneType' object is not subscriptable"
4;291649;291650;291648.0;"'NoneType' object is not subscriptable"
4;291673;291674;291672.0;"'NoneType' object is not subscriptable"
4;291727;291728;291726.0;"'NoneType' object is not subscriptable"
4;291826;291827;291825.0;"'NoneType' object is not subscriptable"
4;291838;291839;291837.0;"'NoneType' object is not subscriptable"
4;291856;291857;291855.0;"'NoneType' object is not subscriptable"
4;291874;291875;291873.0;"'NoneType' object is not subscriptable"
4;291883;291884;291882.0;"'NoneType' object is not subscriptable"
4;291964;291965;291963.0;"'NoneType' object is not subscriptable"
4;292024;292025;292023.0;"'NoneType' object is not subscriptable"
4;292096;292097;292095.0;"'NoneType' object is not subscriptable"
4;292132;292133;292131.0;"'NoneType' object is not subscriptable"
4;292231;292232;292230.0;"'NoneType' object is not subscriptable"
4;292240;292241;292239.0;"'NoneType' object is not subscriptable"
4;292252;292253;292251.0;"'NoneType' object is not subscriptable"
4;292261;292262;292260.0;"'NoneType' object is not subscriptable"
4;292303;292304;292302.0;"'NoneType' object is not subscriptable"
4;292339;292340;292338.0;"'NoneType' object is not subscriptable"
4;292372;292373;292371.0;"'NoneType' object is not subscriptable"
4;292408;292409;292407.0;"'NoneType' object is not subscriptable"
4;292444;292445;292443.0;"'NoneType' object is not subscriptable"
4;292597;292598;292596.0;"'NoneType' object is not subscriptable"
4;292672;292673;292671.0;"'NoneType' object is not subscriptable"
4;292696;292697;292695.0;"'NoneType' object is not subscriptable"
4;292708;292709;292707.0;"'NoneType' object is not subscriptable"
4;292723;292724;292722.0;"'NoneType' object is not subscriptable"
4;292768;292769;292767.0;"'NoneType' object is not subscriptable"
4;292852;292853;292851.0;"'NoneType' object is not subscriptable"
4;292969;292970;292968.0;"'NoneType' object is not subscriptable"
4;292972;292973;292971.0;"'NoneType' object is not subscriptable"
4;293029;293030;293028.0;"'NoneType' object is not subscriptable"
4;293053;293054;293052.0;"'NoneType' object is not subscriptable"
4;293095;293096;293094.0;"'NoneType' object is not subscriptable"
4;293221;293222;293220.0;"'NoneType' object is not subscriptable"
4;293263;293264;293262.0;"'NoneType' object is not subscriptable"
4;293389;293390;293388.0;"'NoneType' object is not subscriptable"
4;293425;293426;293424.0;"'NoneType' object is not subscriptable"
4;293476;293477;293475.0;"'NoneType' object is not subscriptable"
4;293488;293489;293487.0;"'NoneType' object is not subscriptable"
4;293515;293516;293514.0;"'NoneType' object is not subscriptable"
4;293539;293540;293538.0;"'NoneType' object is not subscriptable"
4;293548;293549;293547.0;"'NoneType' object is not subscriptable"
4;293626;293627;293625.0;"'NoneType' object is not subscriptable"
4;293776;293777;293775.0;"'NoneType' object is not subscriptable"
4;293869;293870;293868.0;"'NoneType' object is not subscriptable"
4;293971;293972;293970.0;"'NoneType' object is not subscriptable"
4;294058;294059;294057.0;"'NoneType' object is not subscriptable"
4;294079;294080;294078.0;"'NoneType' object is not subscriptable"
4;294112;294113;294111.0;"'NoneType' object is not subscriptable"
4;294145;294146;294144.0;"'NoneType' object is not subscriptable"
4;294262;294263;294261.0;"'NoneType' object is not subscriptable"
4;294283;294284;294282.0;"'NoneType' object is not subscriptable"
4;294286;294287;294285.0;"'NoneType' object is not subscriptable"
4;294322;294323;294321.0;"'NoneType' object is not subscriptable"
4;294472;294473;294471.0;"'NoneType' object is not subscriptable"
4;294478;294479;294477.0;"'NoneType' object is not subscriptable"
4;294508;294509;294507.0;"'NoneType' object is not subscriptable"
4;294562;294563;294561.0;"'NoneType' object is not subscriptable"
4;294604;294605;294603.0;"'NoneType' object is not subscriptable"
4;294646;294647;294645.0;"'NoneType' object is not subscriptable"
4;294652;294653;294651.0;"'NoneType' object is not subscriptable"
4;294739;294740;294738.0;"'NoneType' object is not subscriptable"
4;294772;294773;294771.0;"'NoneType' object is not subscriptable"
4;294847;294848;294846.0;"'NoneType' object is not subscriptable"
4;295003;295004;295002.0;"'NoneType' object is not subscriptable"
4;295087;295088;295086.0;"'NoneType' object is not subscriptable"
4;295240;295241;295239.0;"'NoneType' object is not subscriptable"
4;295276;295277;295275.0;"'NoneType' object is not subscriptable"
4;295288;295289;295287.0;"'NoneType' object is not subscriptable"
4;295468;295469;295467.0;"'NoneType' object is not subscriptable"
4;295492;295493;295491.0;"'NoneType' object is not subscriptable"
4;295705;295706;295704.0;"'NoneType' object is not subscriptable"
4;295714;295715;295713.0;"'NoneType' object is not subscriptable"
