"parents_id";"partners_id";"groom";"father";"bride";"mother";"distance";"length partners";"length parents";"years_between"
93421;55100;330600;560527;330603;560528;1;39;39;29
1013;48765;292590;6082;292593;6083;0;30;30;38
2924;81901;491406;17545;491409;17546;1;46;45;35
2924;63257;379542;17548;379545;17549;0;42;42;32
27185;24212;145272;163114;145275;163115;1;40;40;30
42128;88618;531708;252772;531711;252773;0;37;37;30
94467;90405;542430;566806;542433;566807;1;44;44;31
99840;72806;436836;599041;436839;599042;1;52;52;36
58162;20109;120654;348976;120657;348977;0;43;43;38
99343;98212;589272;596062;589275;596063;0;36;36;37
70565;22355;134130;423394;134133;423395;1;41;40;27
70565;45360;272160;423391;272163;423392;0;31;31;20
61641;71754;430524;369847;430527;369848;0;41;41;34
61641;56486;338916;369850;338919;369851;0;31;31;33
77621;8099;48594;465727;48597;465728;0;32;32;34
77621;32247;193482;465730;193485;465731;0;40;40;25
85734;90293;541758;514405;541761;514406;0;48;48;36
85734;930;5580;514408;5583;514409;0;64;64;28
87113;63937;383622;522682;383625;522683;1;45;45;33
87113;68615;411690;522679;411693;522680;0;39;39;25
95601;8014;48084;573610;48087;573611;0;53;53;31
100825;8574;51444;604954;51447;604955;0;36;36;30
57744;99289;595734;346468;595737;346469;3;44;47;28
76390;1501;9006;458341;9009;458342;0;34;34;34
76390;26133;156798;458344;156801;458345;0;34;34;23
26572;57406;344436;159433;344439;159434;0;50;50;32
26572;61899;371394;159436;371397;159437;0;32;32;26
68163;22178;133068;408979;133071;408980;0;48;48;37
68163;53617;321702;408982;321705;408983;0;38;38;34
83886;14022;84132;503320;84135;503321;0;31;31;28
83886;14666;87996;503317;87999;503318;1;46;47;24
8982;4155;24930;53893;24933;53894;0;38;38;36
8982;56234;337404;53896;337407;53897;0;30;30;35
30036;48131;288786;180217;288789;180218;0;45;45;27
30036;11704;70224;180220;70227;180221;0;31;31;27
53727;96933;581598;322366;581601;322367;0;37;37;40
53727;94291;565746;322363;565749;322364;0;27;27;34
56611;22492;134952;339667;134955;339668;0;39;39;37
56611;68149;408894;339670;408897;339671;0;35;35;33
